review,summary,rating,sentiment,cleaned_review
Yet another company using thinner denim.I bought a pair of Wranglers and a pair of Levis in the same order. BOTH companies are using thinner denim.,Thinner denim,3.0,neutral,yet another company using thinner denimi bought a pair of wranglers and a pair of levis in the same order both companies are using thinner denim
"I just wanted something inexpensive, since I so rarely have a use for the scale.  This one works perfectly, is easy to use, seems to be very accurate (I tested it with a couple weights, and it's dead on).If you're looking for a good luggage scale, I'd recommend this one.","No complaints.  Works great, good price.",5.0,positive,i just wanted something inexpensive since i so rarely have a use for the scale this one works perfectly is easy to use seems to be very accurate i tested it with a couple weights and its dead onif youre looking for a good luggage scale id recommend this one
I was surprised how comfortable these really are.  A medium is usually snug but this fit loose and comfortable.  I purchased a few more after I tried these on.,Perfect loose fitting,5.0,positive,i was surprised how comfortable these really are a medium is usually snug but this fit loose and comfortable i purchased a few more after i tried these on
"These pants are tight in fit even before washing and not very well made. I gave them away.My old ones from a well known sportswear company are made much better, do not fade, fit perfectly and they recently became available again as everyone complained.",Not for Apples Pants,1.0,negative,these pants are tight in fit even before washing and not very well made i gave them awaymy old ones from a well known sportswear company are made much better do not fade fit perfectly and they recently became available again as everyone complained
I absolutely LOVE these shoes!!! the fit is perfect and the shoe feels comfortable although I just tried them on and took a few steps. These were a steal of a deal and I already ordered a pair for friend who fell in love with a picture of them.,Sexy and classy!,5.0,positive,i absolutely love these shoes the fit is perfect and the shoe feels comfortable although i just tried them on and took a few steps these were a steal of a deal and i already ordered a pair for friend who fell in love with a picture of them
"Great to sleep in or just hang out at home. However, i don't really like having a synthetic fabric next to my skin, so i always wear it on top of something else, like a natural silk teeshirt.","Adds ""Warmth Without Weight""",5.0,positive,great to sleep in or just hang out at home however i dont really like having a synthetic fabric next to my skin so i always wear it on top of something else like a natural silk teeshirt
"Socks seem comfortable but a little too thick to wear with my Vibrams sneakers.They will work better with regular sneaks or running shoes.They are well made, seem sturdy, and are comfortable.  They would be good for yoga class when you don't want bare feet on gym mats.",Toe socks for sneakers,5.0,positive,socks seem comfortable but a little too thick to wear with my vibrams sneakersthey will work better with regular sneaks or running shoesthey are well made seem sturdy and are comfortable they would be good for yoga class when you dont want bare feet on gym mats
"I am a Wacoal fan and this bra did not disappoint.  It fit perfectly, is soft and smooth under knit tops while providing the support I need.  It made my day to wear it.  Would highly recommend.",Great bra,5.0,positive,i am a wacoal fan and this bra did not disappoint it fit perfectly is soft and smooth under knit tops while providing the support i need it made my day to wear it would highly recommend
"I bought the black and blue versions of this fine watch. They serve as my day-to-day watch. As noted in other reviews, a self-winding watch is more accurate than a mechanical watch but far less accurate than a quartz watch. Quartz watches are off by about 2-3 seconds/month, compared to atomic clocks. Self-winding watches are off by about 7 minutes/month. I've found the difference to be negative not positive. Sieko says about 5 minutes/month.But, here's one advantage: you won't have to wind it, just wear it. That makes it the best watch available in the future ahead. It's getting harder to get my battery replaced on quartz watches and it will likely become impossible in future.It only takes about 39 hours for the battery to run down so it helps to rotate it (to wind) about 2-3 minutes a day. I can usually wind it in a commercial break.The drawbacks with the black model:* harder to keep clean;* the day and date diasl are harder to read because the face is black and so are the letters.All in all, it's a great watch.If this review was helpful, please add your vote.____________________________________________________________My review of the blue watch:Xbar 107 seconds/week (runs fast) (7 min./month compared to 2-4 sec./month quart watch)St DEV 27 sec.N = 795% CI 2.447 using Student's tm+ = 136 seconds/weekm- = 78 seconds/weekSummary:Good points:* Beautiful with dark blue face, white symbols, functional medium blue nylon band;* Easy to read, even in the dark;* Easy to use with uncomplicated settings similar to other watches;* Compact design;* Measurement consistency is excellent compared to quartz mechanism.Bad points:* Difficult to set time (see instruction below);* Gains 10 seconds a day (consistency); and* Does not have a manual wind stem.DiscussionThis watch looks great. Unlike other self-winding or kinetic watches, this one is compact. In the best tradition of Japanese product development they thought hard on how this watch should function and say about the wearer. The hands are easy to reading, even for those of use with failing eyesight. The second sweep hand has a red tip allowing easy setting of the time.Unlike some Japanese product, they provided a short, simple instruction on winding the watch. Here, I am comparing them to Citizen's ecco-drive watch, which I also own. Just gently work your arm back and forth for three minutes and the self-wind watch will charge; or, you could wear it for a day.Okay, now for the negatives. First, this is not your quartz watch. The original self-winding mechanism was invented, according to Wikipedia, by a Swiss watchmaker in 1770. Since then it has gone through several improvements but is not as accurate as the quartz mechanism popularized starting in the 1970's. Sieko warns that this watch could be off by as much as 10 seconds a day. One days use indicates that my watch runs about 10 seconds fast.The great watchmaker Harrison, who invented the first chronometer accurate enough to track longitude, said that consistency is more important than accuracy. (A poor copy of one of Harrison's chronometers was carried by Captain Cook on his circumnavigation of the globe. He had nothing but good things to say about it.) I have another self-winding watch, an Armitron, which runs consistently 15 seconds fast on days that I wear it.From my measurements of quartz watches, their accuracy, while dazzling when compared to old hand-wound watches, are less accurate than my old German pendulum clock. So I am told, the longer the arm, the more stable the swing and the more accurate the timepiece. I compare everything to atomic time. And, because the quartz mechanism is battery-driven, it seems to suffer from inconsistency. I carefully measured my collection of six quartz watches over a 2 year period. While the battery was new, the error was consistent. As the battery burned out, the error became difficult to predict. Sometimes a positive error (adding time) would become a negative error (losing time) as the battery died. This dying period was also hard to predict.The accuracy of the quartz mechanism is not as good as my pendulum clock. They all lost or gained approximately 2-3 seconds, on average, per month.Based on a week of measurements with the Armitron, I would say that it is shockingly inaccurate but consistently so. Assuming that the Sieko error continues to be consistently 10 seconds fast this will mean that I will have to reset it every week. This is a small price to pay for an otherwise beautifully crafted and honestly-priced handiwork.Setting timeThe date and day are fairly easy. I suggest turning the watch arms until the click past a day so you won't be twelve hours off.Setting the time is another matter. What works best is to set the hour and minute hands, then gently hold the second hand. It should pulse a little as it tries to force itself forward. Once the seconds are accurate, release and the second hand should be accurate. It takes a little practice at first and don't set the time until you pump the watch 3 minutes to charge the spring.Time to unwindIt takes about 39 hours (1 test) to unwind.","Great watch, have 2, but face is hard to read!",5.0,positive,i bought the black and blue versions of this fine watch they serve as my daytoday watch as noted in other reviews a selfwinding watch is more accurate than a mechanical watch but far less accurate than a quartz watch quartz watches are off by about secondsmonth compared to atomic clocks selfwinding watches are off by about minutesmonth ive found the difference to be negative not positive sieko says about minutesmonthbut heres one advantage you wont have to wind it just wear it that makes it the best watch available in the future ahead its getting harder to get my battery replaced on quartz watches and it will likely become impossible in futureit only takes about hours for the battery to run down so it helps to rotate it to wind about minutes a day i can usually wind it in a commercial breakthe drawbacks with the black model harder to keep clean the day and date diasl are harder to read because the face is black and so are the lettersall in all its a great watchif this review was helpful please add your votemy review of the blue watchxbar secondsweek runs fast minmonth compared to secmonth quart watchst dev secn ci using students tm secondsweekm secondsweeksummarygood points beautiful with dark blue face white symbols functional medium blue nylon band easy to read even in the dark easy to use with uncomplicated settings similar to other watches compact design measurement consistency is excellent compared to quartz mechanismbad points difficult to set time see instruction below gains seconds a day consistency and does not have a manual wind stemdiscussionthis watch looks great unlike other selfwinding or kinetic watches this one is compact in the best tradition of japanese product development they thought hard on how this watch should function and say about the wearer the hands are easy to reading even for those of use with failing eyesight the second sweep hand has a red tip allowing easy setting of the timeunlike some japanese product they provided a short simple instruction on winding the watch here i am comparing them to citizens eccodrive watch which i also own just gently work your arm back and forth for three minutes and the selfwind watch will charge or you could wear it for a dayokay now for the negatives first this is not your quartz watch the original selfwinding mechanism was invented according to wikipedia by a swiss watchmaker in since then it has gone through several improvements but is not as accurate as the quartz mechanism popularized starting in the s sieko warns that this watch could be off by as much as seconds a day one days use indicates that my watch runs about seconds fastthe great watchmaker harrison who invented the first chronometer accurate enough to track longitude said that consistency is more important than accuracy a poor copy of one of harrisons chronometers was carried by captain cook on his circumnavigation of the globe he had nothing but good things to say about it i have another selfwinding watch an armitron which runs consistently seconds fast on days that i wear itfrom my measurements of quartz watches their accuracy while dazzling when compared to old handwound watches are less accurate than my old german pendulum clock so i am told the longer the arm the more stable the swing and the more accurate the timepiece i compare everything to atomic time and because the quartz mechanism is batterydriven it seems to suffer from inconsistency i carefully measured my collection of six quartz watches over a year period while the battery was new the error was consistent as the battery burned out the error became difficult to predict sometimes a positive error adding time would become a negative error losing time as the battery died this dying period was also hard to predictthe accuracy of the quartz mechanism is not as good as my pendulum clock they all lost or gained approximately seconds on average per monthbased on a week of measurements with the armitron i would say that it is shockingly inaccurate but consistently so assuming that the sieko error continues to be consistently seconds fast this will mean that i will have to reset it every week this is a small price to pay for an otherwise beautifully crafted and honestlypriced handiworksetting timethe date and day are fairly easy i suggest turning the watch arms until the click past a day so you wont be twelve hours offsetting the time is another matter what works best is to set the hour and minute hands then gently hold the second hand it should pulse a little as it tries to force itself forward once the seconds are accurate release and the second hand should be accurate it takes a little practice at first and dont set the time until you pump the watch minutes to charge the springtime to unwindit takes about hours test to unwind
"Plenty in this tune to last a lifetime. However, I used this to seal a crack in the sole of my shoe where the pad of my foot would be. After 2 days, it was gone",Lifetime supple,3.0,neutral,plenty in this tune to last a lifetime however i used this to seal a crack in the sole of my shoe where the pad of my foot would be after days it was gone
I bought this for my daughter and she just loves it!  It is very comfortable and the colors are great.  Her eyes lit up when she opened the box!!,Great Pair of Shoes at a Great Price,5.0,positive,i bought this for my daughter and she just loves it it is very comfortable and the colors are great her eyes lit up when she opened the box
"I love these shoes, they are vey comfortable .Besides the comfort I love the fact that they are very easy to put on and easy to take off!",Very comfortable,4.0,positive,i love these shoes they are vey comfortable besides the comfort i love the fact that they are very easy to put on and easy to take off
"I bought two of these hats for I like the looks of them, and the fact they were listed as oversized. I must say now that I have received them they are both very nice looking, and as stated well oversized in my opinion. I don't really have a fat head, (not to be confused with being a fathead), but I do like winter hats like this to fit loosely. They are just a lot more comfortable and better looking on your head in my opinion. This hat is made of quality material, thick and warm, and I really like the looks of the ribbed design in it. I don't think too many people would be disappointed in the looks and quality of it...That being said, I have to say I was still somewhat disappointed in the lack of real slouch in it. Even though it fits loose and comfy on my head it still doesn't slouch as much as it does in the picture. The reason why all these hats look slouchy in the pictures is because no one is wearing them. Once stretched over the head they stick up and barely slouch at all. It does slouch a little, but just a smidgen in my opinion. And I feel anyone that is looking at this for just that reason alone may be disappointed.In conclusion, this a very nice looking quality hat that is extremely comfortable when wearing it. And if you like the looks of it and are willing to be satisfied with just a tiny bit of slouch, you will probably like this hat very much. For what its worth, I have ordered several of these slouchy hats and have still never found one that truly slouches as advertised. But this one is the best of the lot, and by far the nicest looking and I am satisfied with it... : )",Very Nice Hat....But Minimal Slouching...,4.0,positive,i bought two of these hats for i like the looks of them and the fact they were listed as oversized i must say now that i have received them they are both very nice looking and as stated well oversized in my opinion i dont really have a fat head not to be confused with being a fathead but i do like winter hats like this to fit loosely they are just a lot more comfortable and better looking on your head in my opinion this hat is made of quality material thick and warm and i really like the looks of the ribbed design in it i dont think too many people would be disappointed in the looks and quality of itthat being said i have to say i was still somewhat disappointed in the lack of real slouch in it even though it fits loose and comfy on my head it still doesnt slouch as much as it does in the picture the reason why all these hats look slouchy in the pictures is because no one is wearing them once stretched over the head they stick up and barely slouch at all it does slouch a little but just a smidgen in my opinion and i feel anyone that is looking at this for just that reason alone may be disappointedin conclusion this a very nice looking quality hat that is extremely comfortable when wearing it and if you like the looks of it and are willing to be satisfied with just a tiny bit of slouch you will probably like this hat very much for what its worth i have ordered several of these slouchy hats and have still never found one that truly slouches as advertised but this one is the best of the lot and by far the nicest looking and i am satisfied with it
"I do most of the clothes shopping for my wife.  She likes the fit, the length and looks good in this skirt.",my wife looks good in it,5.0,positive,i do most of the clothes shopping for my wife she likes the fit the length and looks good in this skirt
"+ Travel safe: complies with requirements of carry-on cabin luggage+ Perfect-feel silicon material+ Suction cup works well+ Wide opening for easy refill+ All components are removeable for easy thorough washing and cleaning+ Content doesn't leak out at all+ Labels on the rim: lotion, shampoo, soap, and blank for custom contents- Plastic hinge on the cap is prone to break after extended use",Great containers for trips,4.0,positive,travel safe complies with requirements of carryon cabin luggage perfectfeel silicon material suction cup works well wide opening for easy refill all components are removeable for easy thorough washing and cleaning content doesnt leak out at all labels on the rim lotion shampoo soap and blank for custom contents plastic hinge on the cap is prone to break after extended use
"This was one of four necklaces that I had ordered for a now ex friend. She has a cat that is her life & I had thought that she would love this super cute kitty necklace. She gave it back to me & I ended up giving it to a sweet, adorable, homeless pre school aged little girl. I don't know if her mother allows her to wear it. I gave the homeless mother the third necklace that ms. Ungrateful gave back to me","cute, but receiver didn't want it. there are now matching earrings available for cat lovers",5.0,positive,this was one of four necklaces that i had ordered for a now ex friend she has a cat that is her life i had thought that she would love this super cute kitty necklace she gave it back to me i ended up giving it to a sweet adorable homeless pre school aged little girl i dont know if her mother allows her to wear it i gave the homeless mother the third necklace that ms ungrateful gave back to me
"I ordered and received this ""ring"" in the mail. Upon opening the package I could tell the quality was horrible. It's a dead give away when the ring is deformed and not even round in shape. Another indication of it's poor quality was how easily I manipulated it back into somewhat of a circular shape. Only in doing so I could tell that if I applied just enough pressure I'd likely snap the thing in two. They say you get what you pay for, but this belongs in some gum ball machine for 50 cents that a kid can wear for one day then lose without a second thought or any concern. Complete disappointment. I paid $9.99",not worth 2 cents,1.0,negative,i ordered and received this ring in the mail upon opening the package i could tell the quality was horrible its a dead give away when the ring is deformed and not even round in shape another indication of its poor quality was how easily i manipulated it back into somewhat of a circular shape only in doing so i could tell that if i applied just enough pressure id likely snap the thing in two they say you get what you pay for but this belongs in some gum ball machine for cents that a kid can wear for one day then lose without a second thought or any concern complete disappointment i paid
"I bought this as a gift for my mother, and even though she loves it, I'm not too thrilled with it. The minute she put it on it was obvious that the heart was top-heavy and didn't sit correctly on the chain. It certainly is pretty, but I kind of wish I had gone with another necklace.","Gave it as a gift, not thrilled with it.",3.0,neutral,i bought this as a gift for my mother and even though she loves it im not too thrilled with it the minute she put it on it was obvious that the heart was topheavy and didnt sit correctly on the chain it certainly is pretty but i kind of wish i had gone with another necklace
It's hard to find pants I like and in my size at uniform shops. I love the pockets. Most new ones have small crony n none on sides,Great,5.0,positive,its hard to find pants i like and in my size at uniform shops i love the pockets most new ones have small crony n none on sides
I tried the higher priced pads and these seem to work just as well.  I have been using them for about 2 months now(approximately 3 times a week) and they are still sticking.  The coverage is great and so is the value.,Did the Job,5.0,positive,i tried the higher priced pads and these seem to work just as well i have been using them for about months nowapproximately times a week and they are still sticking the coverage is great and so is the value
"I am very happy with this dress-the fit, design, and color. I ordered a green size L/XL and it fits well. I am 5'5&#34; and weigh about 150 and am curvy. Very flattering!",Beautiful dress!,5.0,positive,i am very happy with this dressthe fit design and color i ordered a green size lxl and it fits well i am and weigh about and am curvy very flattering
This is a nice all around sweater. It goes with anything. It is somewhat large but still works. Top quality.,Polo,5.0,positive,this is a nice all around sweater it goes with anything it is somewhat large but still works top quality
"Extremely comfortable.  More of a khaki color rather than a true white, but I like that and it goes ith so much.  I Manet a 1/2 size down so that it would fit a little tighter.  I actually could've used a narrow but I got it in a B width so it's just a little loose.  Love it and actually got it in the brown too.",Love them,5.0,positive,extremely comfortable more of a khaki color rather than a true white but i like that and it goes ith so much i manet a size down so that it would fit a little tighter i actually couldve used a narrow but i got it in a b width so its just a little loose love it and actually got it in the brown too
It's has like a lace overlay in the front and it's very delicate looking.  I really like it with skirts.,Feminine,4.0,positive,its has like a lace overlay in the front and its very delicate looking i really like it with skirts
"I actually received this size by accident (I ordered the 2 zipper one), but I am absolutely thrilled with it!  It worked as we traveled around Europe.  It went across my body and easily fit everything I wanted to carry - cameras, sunglasses, phone, etc.  In fact it had so many pockets and so much room, I'd actually forget what I put in it!  I also then bought the smaller 2 zippered one and the 2 zippered bag fit inside this one.  That gave me a great idea.  When travelling I'll just put one inside the other so I'll have both with me!",Perfect size,5.0,positive,i actually received this size by accident i ordered the zipper one but i am absolutely thrilled with it it worked as we traveled around europe it went across my body and easily fit everything i wanted to carry cameras sunglasses phone etc in fact it had so many pockets and so much room id actually forget what i put in it i also then bought the smaller zippered one and the zippered bag fit inside this one that gave me a great idea when travelling ill just put one inside the other so ill have both with me
"I was so bummed when I received these boots....the picture didn't show the un-shiny-ness of the leatrher, nor the grain in the leather, which was not very apealing. I love Cole Haan usually, as they are made so well. These boots showed the glue from the sole around the toe area, and they were really hard to pull on. The calves fit me a bit snug, which was good, as I have 16 inch calves... but they just didn't have that elegant, classy look I'd hoped. I returned them with a full refund, thank you Amazon!","stiff, cheap looking (yes, really!)",2.0,negative,i was so bummed when i received these bootsthe picture didnt show the unshinyness of the leatrher nor the grain in the leather which was not very apealing i love cole haan usually as they are made so well these boots showed the glue from the sole around the toe area and they were really hard to pull on the calves fit me a bit snug which was good as i have inch calves but they just didnt have that elegant classy look id hoped i returned them with a full refund thank you amazon
Bought these for my dad. He likes them. I found that they get a little old looking after awhile. Not as great as the women's version.,YAY for socks.,4.0,positive,bought these for my dad he likes them i found that they get a little old looking after awhile not as great as the womens version
"I bought these only because of the high reviews. I work in retail and I'm on feet 99% of the day. The shoe is comfortable but the profile is not very slim. When I look down when wearing them it looks like my foot is VERY wide. Also, I would recommend a size down. I wear trouser socks to work and the shoe was loose. Other than the profile they were very comfortable and practicle.",Comfortable!,4.0,positive,i bought these only because of the high reviews i work in retail and im on feet of the day the shoe is comfortable but the profile is not very slim when i look down when wearing them it looks like my foot is very wide also i would recommend a size down i wear trouser socks to work and the shoe was loose other than the profile they were very comfortable and practicle
I enjoyed this piece however the under garment is not that attractive but for the price the rob is alright. The fabric is not the best but again for a cute little res rob this is a great idea,Alright,3.0,neutral,i enjoyed this piece however the under garment is not that attractive but for the price the rob is alright the fabric is not the best but again for a cute little res rob this is a great idea
"These are cute boots that fit true to size, but are just not that durable.  After wearing them every day for a month, one has developed a hole.  Now maybe I'm a bit hard on shoes, and they are cheap, but I had hoped they would last longer.","Cute, but not durable",3.0,neutral,these are cute boots that fit true to size but are just not that durable after wearing them every day for a month one has developed a hole now maybe im a bit hard on shoes and they are cheap but i had hoped they would last longer
This is a cute piece. It is costume jewelry - and my daughter loves to have these cute pieces to play with. They are very inexpensive - so it is easy to fill her jewelry box and not go broke.,Cute Costume Jewelry,5.0,positive,this is a cute piece it is costume jewelry and my daughter loves to have these cute pieces to play with they are very inexpensive so it is easy to fill her jewelry box and not go broke
Shoe is very comfortable and is true to size. I need casual easy to slip on shoes when I'm running errands and these shoes are perfect.,Comfortable shoes,5.0,positive,shoe is very comfortable and is true to size i need casual easy to slip on shoes when im running errands and these shoes are perfect
"The cut of these have changed. The fit is 100% for a male body builder. Very broad shoulders and tapered waste. Since its thin jersey material it's not super obvious on, but it's a bummer bc for the price and quality the fit isn't great on my boxier torso.",Be aware...,3.0,neutral,the cut of these have changed the fit is for a male body builder very broad shoulders and tapered waste since its thin jersey material its not super obvious on but its a bummer bc for the price and quality the fit isnt great on my boxier torso
"Bought this to wind my husband's Seiko. I started it on the lowest setting and didn't know if it would keep it wound enough on that setting, but it works great. It's kept the watch wound and keeping perfect time for a while now.",Works Perfectly,5.0,positive,bought this to wind my husbands seiko i started it on the lowest setting and didnt know if it would keep it wound enough on that setting but it works great its kept the watch wound and keeping perfect time for a while now
"I thought I was purchasing a skull pendant a little larger than most pendants but it's actually 3"" tall and about 2 1/4' wide. It's more like a medallion than a pendant. It also has a nice embossed pattern on the front.",Very large penant,5.0,positive,i thought i was purchasing a skull pendant a little larger than most pendants but its actually tall and about wide its more like a medallion than a pendant it also has a nice embossed pattern on the front
"Its comfortable, warm, a little short in length but overall a really nice vest for me to wear in all types of weather.  If I had to complain about one thing it would be that it is not fleece like I thought it would be so make sure you know what you're buying.  Other then that a nice product though!",Great product for the price!,4.0,positive,its comfortable warm a little short in length but overall a really nice vest for me to wear in all types of weather if i had to complain about one thing it would be that it is not fleece like i thought it would be so make sure you know what youre buying other then that a nice product though
And the only one that I have trouble with -- extremely tight on the instep -- maybe its because its much thickermaterial than the other three pairs I own.  hurts after a little while wearing it.,My fourth pair,3.0,neutral,and the only one that i have trouble with extremely tight on the instep maybe its because its much thickermaterial than the other three pairs i own hurts after a little while wearing it
"Felina Essentials Seamless Hidden Wire Bra Style 7643, White, 38CThank you Amazon, my order came in very quick..I was very subprrzed.and it was pack very nice, and conferdentially, I try it, and it fit wonderful, I love it....I will re-order another again in black.again, Thank youSandy","Felina Essentials Seamless Hidden Wire Bra Style 7643, White, 38C",4.0,positive,felina essentials seamless hidden wire bra style white cthank you amazon my order came in very quicki was very subprrzedand it was pack very nice and conferdentially i try it and it fit wonderful i love iti will reorder another again in blackagain thank yousandy
"I have to admit I'm not yet breastfeeding but, still pregnant. I find that the added support feels so fantastic with the snug fit over my sore breast. The clips are easy to use they are just a little higher than you'd expect them to be. Love how comfortable this is because being pregnant has made wearing no bra not an option and most of my pre-pregnancy bras not fit or uncomfortable. I'm smaller though I normally wear a 32D so I'm petite with boobs and find this to hold them in place pretty well without a lot of adjusting or messing with. I don't know what people at talking about when they say the seam goes over their nipple making it uncomfortable, but hey my nipples aren't covered by a seam and I find that the material is soft enough that it doesn't both my already overly sensitive nipples.",Great bra!,5.0,positive,i have to admit im not yet breastfeeding but still pregnant i find that the added support feels so fantastic with the snug fit over my sore breast the clips are easy to use they are just a little higher than youd expect them to be love how comfortable this is because being pregnant has made wearing no bra not an option and most of my prepregnancy bras not fit or uncomfortable im smaller though i normally wear a d so im petite with boobs and find this to hold them in place pretty well without a lot of adjusting or messing with i dont know what people at talking about when they say the seam goes over their nipple making it uncomfortable but hey my nipples arent covered by a seam and i find that the material is soft enough that it doesnt both my already overly sensitive nipples
"Great to wear, soft comfortable but not one to wear out. An evenning dress for just your personal bed room",private moments,5.0,positive,great to wear soft comfortable but not one to wear out an evenning dress for just your personal bed room
"The sleeves are plenty long on this, which I appreciate about every Patty shirt I've gotten.  However, the style of this was awkwardly short on me (I'm 5'10&#34;).  I think this would look better on someone of an average height.",Not for tall women.,3.0,neutral,the sleeves are plenty long on this which i appreciate about every patty shirt ive gotten however the style of this was awkwardly short on me im i think this would look better on someone of an average height
I received this necklace today and I love it.  The quality is very nice and the colors on the skull are beautiful.  I know this necklace will get a ton of wear from me.  Love it!,Beautiful detailing,5.0,positive,i received this necklace today and i love it the quality is very nice and the colors on the skull are beautiful i know this necklace will get a ton of wear from me love it
"I am a HUGE Saints fan.....so having these earrings was a necessity..lol.  I love them...they are a good size... not too big and not too small.  They are comfortable to wear, and appear to be a quality piece of jewelry. I also purchased a fleur de lis charm on Amazon that matches the earrings exactly.  I am very pleased",LOVE MY FLEUR DE LIS EARRINGS!,5.0,positive,i am a huge saints fanso having these earrings was a necessitylol i love themthey are a good size not too big and not too small they are comfortable to wear and appear to be a quality piece of jewelry i also purchased a fleur de lis charm on amazon that matches the earrings exactly i am very pleased
"This is such a unique item and I thought my sister would like it, she did, she is someone who like vintage, retro stuff. she really likes it and I agree it looks cool.",Great Present,5.0,positive,this is such a unique item and i thought my sister would like it she did she is someone who like vintage retro stuff she really likes it and i agree it looks cool
I have always used 501s as my go to jeans.ITs not excessively priced and fits right and has awesome quality.will buy again in a few months of a different color,awsome fit and great service,5.0,positive,i have always used s as my go to jeansits not excessively priced and fits right and has awesome qualitywill buy again in a few months of a different color
I usually wear a L in Pattys but a bought an XL because I wanted a looser fit. Sadly it's still fitted. Its made well as all their pieces are but NONE of them are loose fitting.,nice but fitted,4.0,positive,i usually wear a l in pattys but a bought an xl because i wanted a looser fit sadly its still fitted its made well as all their pieces are but none of them are loose fitting
"I ordered these shoes in bronze metallic in the size I normally wear.  They're really cute shoes and the bronze color is pretty.  However, the length seems to run slightly long. My foot slides a bit if I wear them barefoot but they fit ok when I have socks on so I'm going to keep them.",Cute shoes but................,4.0,positive,i ordered these shoes in bronze metallic in the size i normally wear theyre really cute shoes and the bronze color is pretty however the length seems to run slightly long my foot slides a bit if i wear them barefoot but they fit ok when i have socks on so im going to keep them
These earrings are stunning & could not beat the price!!! Love them. Definitely would order again. Would make perfect gift or keep for yourself!!,Absolutely Gorgeous!!!!,5.0,positive,these earrings are stunning could not beat the price love them definitely would order again would make perfect gift or keep for yourself
"...warmth and snug fit.  You know, there is nothing like a new pair of socks to make you feel good, even if no one can see em'.  These are thick, warm and have seemed to wash well, so far.  the price was right, typical Amazon good value.  would I buy more of these...? you betcha'... but if your shoes are tight now, they are going to really be tight after you try them on with these socks, just sayin'...",a real six pack of...,4.0,positive,warmth and snug fit you know there is nothing like a new pair of socks to make you feel good even if no one can see em these are thick warm and have seemed to wash well so far the price was right typical amazon good value would i buy more of these you betcha but if your shoes are tight now they are going to really be tight after you try them on with these socks just sayin
"Was expecting this watch to lose/gain 10 seconds per day, as is typical foran automatic watch, but it didn't gain more than 2-3 seconds over a FULLWEEK of careful monitoring!  Very pleased with the accuracy!  The 21 jewelsmust have performed their magic.The band is a bit too narrow at 18mm, and that's really what kept thiswatch from getting a 5 star review.  Soon after receiving the watch, Iordered a beautiful 18mm leather band from ""F and E Buckles and Bands"".I'll post a photo with the leather band in the product photos above soon.This watch comes in about 25 varieties and colors, so look into each ofthem before deciding on a favorite.  This particular model comes in 4-5colors.The see-through bottom was a nice touch, and you can see the jewels (well,one anyway) inside, as well as the inner workings.It winds smoothly when you move the watch side-to-side, or while wearing.The crown allows setting date and day (1st click), and the time (2nd click)and the watch cannot be wound via the crown, only by moving it side-to-sideor wearing.In general, I would suggest skipping the date on an automatic watch, as it'sa small hassle to keep setting the date when the watch powers down, or at monthend, while making sure you're setting 12noon or 12 midnight.  Much simpler tohave only the time.  I have a quartz watch with a perpetual calendar, and it'ssuch a treat to know the date is always correct.  But this watch is fun, wartsand all.A tip when setting/changing the day by one day: roll the time around the dialuntil the time passes midnight, so the date changes on its own, to ensure you'renot 12 hours off.","Excellent Intro to Automatic Watches, Very Accurate",4.0,positive,was expecting this watch to losegain seconds per day as is typical foran automatic watch but it didnt gain more than seconds over a fullweek of careful monitoring very pleased with the accuracy the jewelsmust have performed their magicthe band is a bit too narrow at mm and thats really what kept thiswatch from getting a star review soon after receiving the watch iordered a beautiful mm leather band from f and e buckles and bandsill post a photo with the leather band in the product photos above soonthis watch comes in about varieties and colors so look into each ofthem before deciding on a favorite this particular model comes in colorsthe seethrough bottom was a nice touch and you can see the jewels wellone anyway inside as well as the inner workingsit winds smoothly when you move the watch sidetoside or while wearingthe crown allows setting date and day st click and the time nd clickand the watch cannot be wound via the crown only by moving it sidetosideor wearingin general i would suggest skipping the date on an automatic watch as itsa small hassle to keep setting the date when the watch powers down or at monthend while making sure youre setting noon or midnight much simpler tohave only the time i have a quartz watch with a perpetual calendar and itssuch a treat to know the date is always correct but this watch is fun wartsand alla tip when settingchanging the day by one day roll the time around the dialuntil the time passes midnight so the date changes on its own to ensure yourenot hours off
"I love these sweatshirts.  The cuffs will stay up on your arm when you push up the sleeves and the necks do not stretch out.  I now have 4 of these Gildan 9000 S sweatshirts due to reordering them a couple times and I love them for warmth in the colder months.  They wash well, don't shrink a whole lot, and don't fade.  I'm a fan.",Great sweatshirts,5.0,positive,i love these sweatshirts the cuffs will stay up on your arm when you push up the sleeves and the necks do not stretch out i now have of these gildan s sweatshirts due to reordering them a couple times and i love them for warmth in the colder months they wash well dont shrink a whole lot and dont fade im a fan
This is a simple watch and it works well. Whether the battery lasts 10 years i would be surprised. I searched a lot of different watches looking for something with a large face and good alarm feature. This fit the bill and hung off a lanyard it serves its purpose.,Cheap and simple,5.0,positive,this is a simple watch and it works well whether the battery lasts years i would be surprised i searched a lot of different watches looking for something with a large face and good alarm feature this fit the bill and hung off a lanyard it serves its purpose
this is really soft and comfy for a cheapie night gown! i love it and can't wait to get another one!,so soft,5.0,positive,this is really soft and comfy for a cheapie night gown i love it and cant wait to get another one
